case_id,task,dataset,perturbation,uncorrected_single_drift,original_noise,perturbed_noise,noise_baseline,raw_perturbation_drift,noise_corrected_drift
fourtask_reordering_squad_32,factual_qa,SQuAD V2,reordering,0.22991441682959213,0.15327627788639478,0.0,0.15327627788639478,0.15327627788639475,0.0
fourtask_reordering_squad_34,factual_qa,SQuAD V2,reordering,4.0205861151498823e-07,0.0,2.220446049250313e-16,0.0,4.0205861151498823e-07,4.0205861151498823e-07
fourtask_reordering_squad_36,factual_qa,SQuAD V2,reordering,3.6488306454085517e-07,0.0,0.0,0.0,3.6488306454085517e-07,3.6488306454085517e-07
fourtask_reordering_squad_38,factual_qa,SQuAD V2,reordering,4.866671490244556e-07,0.0,0.0,0.0,4.866671490244556e-07,4.866671490244556e-07
fourtask_reordering_squad_40,factual_qa,SQuAD V2,reordering,0.0,0.0,0.0,0.0,0.0,0.0
fourtask_reordering_squad_42,factual_qa,SQuAD V2,reordering,4.1398491579247576e-07,0.0,0.0,0.0,4.1398491579247576e-07,4.1398491579247576e-07
fourtask_reordering_squad_44,factual_qa,SQuAD V2,reordering,0.0,0.0,0.0,0.0,0.0,0.0
fourtask_reordering_squad_46,factual_qa,SQuAD V2,reordering,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0
fourtask_reordering_squad_48,factual_qa,SQuAD V2,reordering,0.0,0.0,0.0,0.0,0.0,0.0
fourtask_reordering_squad_50,factual_qa,SQuAD V2,reordering,0.048450578828194146,0.032300385885462767,0.032300385885462767,0.032300385885462767,0.021533590590308523,0.0
fourtask_reordering_math_02,math_reasoning,MATH,reordering,0.036981275950464854,0.01688766879198152,0.020733084237560078,0.01688766879198152,0.02417187865833707,0.00728420986635555
fourtask_reordering_math_04,math_reasoning,MATH,reordering,0.10564982067610651,0.08130517106365391,0.020398677664919467,0.08130517106365391,0.07840229669245552,0.0
fourtask_reordering_math_06,math_reasoning,MATH,reordering,0.014514257622019966,0.04241372081732342,0.014159912152376183,0.04241372081732342,0.026199187279426113,0.0
fourtask_reordering_math_08,math_reasoning,MATH,reordering,0.0031136277025304304,0.007921999142822544,0.01024514845803363,0.007921999142822544,0.007145943020167516,0.0
fourtask_reordering_math_10,math_reasoning,MATH,reordering,0.029355881311918686,0.02375382286352523,0.03642257882425459,0.02375382286352523,0.03260149850034425,0.00884767563681902
fourtask_reordering_math_12,math_reasoning,MATH,reordering,0.052747266746749344,0.08205110170730663,0.0506844456923203,0.08205110170730663,0.06376785007438532,0.0
fourtask_reordering_math_14,math_reasoning,MATH,reordering,0.08404374784571855,0.009275884503572565,0.07043427748300539,0.009275884503572565,0.09838899610632755,0.08911311160275498
fourtask_reordering_math_16,math_reasoning,MATH,reordering,0.08643726017591324,0.05298902133275555,0.056317487982756154,0.05298902133275555,0.04553529872954022,0.0
fourtask_reordering_math_18,math_reasoning,MATH,reordering,0.05181134963044065,0.08812277488055469,0.07622891742283366,0.08812277488055469,0.07526019045892883,0.0
fourtask_reordering_math_20,math_reasoning,MATH,reordering,0.20484800645372303,0.14827281989321014,0.5125102859204613,0.14827281989321014,0.5864842984208493,0.4382114785276391
fourtask_reordering_math_22,math_reasoning,MATH,reordering,0.08031957774559606,0.02335162816930203,0.10126218312542505,0.02335162816930203,0.07584097979097754,0.052489351621675506
fourtask_reordering_math_24,math_reasoning,MATH,reordering,0.12817491054954389,0.09099674976157068,0.11430401862624384,0.09099674976157068,0.10378680549787818,0.012790055736307496
fourtask_reordering_math_26,math_reasoning,MATH,reordering,0.055565899613743586,0.05681615970225177,0.040559858058638376,0.05681615970225177,0.042844450661049104,0.0
fourtask_reordering_math_28,math_reasoning,MATH,reordering,0.03791786628468863,0.03463156378744362,0.025553878650686108,0.03463156378744362,0.0351582583428652,0.000526694555421578
fourtask_reordering_math_30,math_reasoning,MATH,reordering,0.14570835075918254,0.03853777114293885,0.10713517444864977,0.03853777114293885,0.07050453631072427,0.031966765167785426
fourtask_reordering_math_32,math_reasoning,MATH,reordering,0.10914852430648914,0.03029265200897187,0.09176858167283075,0.03029265200897187,0.07361475166942259,0.043322099660450725
fourtask_reordering_math_34,math_reasoning,MATH,reordering,0.04590660666321589,0.03458256362168666,0.025603953300271504,0.03458256362168666,0.03545630512348351,0.0008737415017968514
fourtask_reordering_math_36,math_reasoning,MATH,reordering,0.014375823297912427,0.012937065711144613,0.04405014875857979,0.012937065711144613,0.0269742708460837,0.014037205134939088
fourtask_reordering_math_38,math_reasoning,MATH,reordering,0.018280610356440574,0.02964582540971809,0.01679561233899592,0.02964582540971809,0.024311804152471632,0.0
fourtask_reordering_math_40,math_reasoning,MATH,reordering,0.04262341517614021,0.019313631351722555,0.0077394382954761864,0.019313631351722555,0.02971403693855596,0.010400405586833406
fourtask_reordering_math_42,math_reasoning,MATH,reordering,0.10073869846361927,0.0251185452484806,0.06836415613772007,0.0251185452484806,0.049577030795023104,0.024458485546542504
fourtask_reordering_math_44,math_reasoning,MATH,reordering,0.04587718193234014,0.07216713390977976,0.07520457635314452,0.07216713390977976,0.09331097753052596,0.0211438436207462
fourtask_reordering_math_46,math_reasoning,MATH,reordering,0.07152702200335859,0.10522292646930953,0.06465589008235606,0.10522292646930953,0.10748452138729826,0.0022615949179887324
fourtask_reordering_math_48,math_reasoning,MATH,reordering,0.044548668057641794,0.04684841887192481,0.05617252391214519,0.04684841887192481,0.04096683736082513,0.0
fourtask_reordering_math_50,math_reasoning,MATH,reordering,0.018955448749157,0.046572985044843085,0.03881652820216482,0.046572985044843085,0.03335104714237994,0.0
fourtask_reordering_humaneval_02,code_generation,HumanEval,reordering,0.0010300749831149147,0.0007962978501793913,0.00087123982961305,0.0007962978501793913,0.0006702417795821061,0.0
fourtask_reordering_humaneval_04,code_generation,HumanEval,reordering,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0
fourtask_reordering_humaneval_06,code_generation,HumanEval,reordering,0.037334843495274384,0.009226176813102263,0.03471365452150225,0.009226176813102263,0.02023302551682397,0.011006848703721707
fourtask_reordering_humaneval_08,code_generation,HumanEval,reordering,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0
fourtask_reordering_humaneval_10,code_generation,HumanEval,reordering,0.16797389811000585,0.1565725818605028,0.07956539212191409,0.1565725818605028,0.09579048655954515,0.0
fourtask_reordering_humaneval_12,code_generation,HumanEval,reordering,0.23735669961988837,0.0,0.0,0.0,0.23735669961988837,0.23735669961988837
fourtask_reordering_humaneval_14,code_generation,HumanEval,reordering,4.855376700696468e-07,0.09263594246959524,0.0,0.09263594246959524,0.04632588980166319,0.0
fourtask_reordering_humaneval_16,code_generation,HumanEval,reordering,0.0,0.0,0.0,0.0,0.0,0.0
fourtask_reordering_humaneval_18,code_generation,HumanEval,reordering,0.028665494512093437,0.019453408081843888,0.023451382396358023,0.019453408081843888,0.024753253278002818,0.00529984519615893
fourtask_reordering_humaneval_20,code_generation,HumanEval,reordering,0.02433966015220035,0.023175823777487687,0.015550429031900773,0.023175823777487687,0.016955030081164994,0.0
fourtask_reordering_humaneval_22,code_generation,HumanEval,reordering,0.0,0.0,0.007024838288567074,0.0,0.0070248382885669996,0.0070248382885669996
fourtask_reordering_humaneval_24,code_generation,HumanEval,reordering,0.0,0.0,0.0,0.0,0.0,0.0
fourtask_reordering_humaneval_26,code_generation,HumanEval,reordering,2.220446049250313e-16,0.0007991399040815731,0.0007991399040815731,0.0007991399040815731,0.0005327599360544561,0.0
fourtask_reordering_humaneval_28,code_generation,HumanEval,reordering,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0
fourtask_reordering_humaneval_30,code_generation,HumanEval,reordering,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0
fourtask_reordering_humaneval_32,code_generation,HumanEval,reordering,0.1393699544787922,0.0,0.09316199857522323,0.0,0.09295840637241574,0.09295840637241574
fourtask_reordering_humaneval_34,code_generation,HumanEval,reordering,0.0,0.0002890930235587656,0.0002890930235587656,0.0002890930235587656,0.0001927286823725104,0.0
fourtask_reordering_humaneval_36,code_generation,HumanEval,reordering,0.06896606923044823,0.04597737948696549,0.04597737948696549,0.04597737948696549,0.03065158632464366,0.0
fourtask_reordering_humaneval_38,code_generation,HumanEval,reordering,0.0074823929692281466,0.004988261979485431,0.004988261979485431,0.004988261979485431,0.0033255079863236205,0.0
fourtask_reordering_humaneval_40,code_generation,HumanEval,reordering,0.009111997289601215,0.01609191034455863,0.02493395446139472,0.01609191034455863,0.017200082411692144,0.001108172067133515
fourtask_reordering_humaneval_42,code_generation,HumanEval,reordering,5.144039856297411e-07,0.0,2.220446049250313e-16,0.0,5.144039856297411e-07,5.144039856297411e-07
fourtask_reordering_humaneval_44,code_generation,HumanEval,reordering,0.0,0.0,0.0082235080841954,0.0,0.0041117540420977,0.0041117540420977
fourtask_reordering_humaneval_46,code_generation,HumanEval,reordering,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0
fourtask_reordering_humaneval_48,code_generation,HumanEval,reordering,0.0,0.04080021099971883,0.013678876754467328,0.04080021099971883,0.025766571700154457,0.0
fourtask_reordering_humaneval_50,code_generation,HumanEval,reordering,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0
fourtask_reordering_alpaca_02,open_ended_writing,Alpaca,reordering,0.0,0.0,0.0,0.0,0.0,0.0
fourtask_reordering_alpaca_04,open_ended_writing,Alpaca,reordering,0.05255843339554178,0.06376485834799446,0.09853128097855275,0.06376485834799446,0.07368723262547267,0.009922374277478205
fourtask_reordering_alpaca_06,open_ended_writing,Alpaca,reordering,1.1102230246251565e-16,0.23656058097935118,0.41504749470044183,0.23656058097935118,0.3666811265695338,0.1301205455901826
fourtask_reordering_alpaca_08,open_ended_writing,Alpaca,reordering,0.11918774836994417,0.19823287494732164,0.20465029204668328,0.19823287494732164,0.1992382720401056,0.0010053970927839662
fourtask_reordering_alpaca_10,open_ended_writing,Alpaca,reordering,0.022628817051354,0.0,0.0,0.0,0.022628817051354,0.022628817051354
fourtask_reordering_alpaca_12,open_ended_writing,Alpaca,reordering,4.3375114699983897e-07,0.0,0.0,0.0,4.3375114699983897e-07,4.3375114699983897e-07
fourtask_reordering_alpaca_14,open_ended_writing,Alpaca,reordering,0.0246004152725815,0.05043096099916685,0.05176763702768513,0.05043096099916685,0.05802490945879194,0.007593948459625091
fourtask_reordering_alpaca_16,open_ended_writing,Alpaca,reordering,0.043848967427601804,0.032713419375333196,0.052598837829097654,0.032713419375333196,0.042998764871955454,0.010285345496622258
fourtask_reordering_alpaca_18,open_ended_writing,Alpaca,reordering,0.06336191023731286,0.12960691419956247,0.07321121364822562,0.12960691419956247,0.09485057182289977,0.0
fourtask_reordering_alpaca_20,open_ended_writing,Alpaca,reordering,0.19430832494099504,0.029723278852546258,0.12658485368210257,0.029723278852546258,0.1152636886405405,0.08554040978799424
fourtask_reordering_alpaca_22,open_ended_writing,Alpaca,reordering,0.07931700902696259,0.06985597100432632,0.06260902266309191,0.06985597100432632,0.05704030567268367,0.0
fourtask_reordering_alpaca_24,open_ended_writing,Alpaca,reordering,0.12567025984440916,0.27434948361051337,0.23425882254899702,0.27434948361051337,0.25052861817974365,0.0
fourtask_reordering_alpaca_26,open_ended_writing,Alpaca,reordering,0.08131173214824572,0.07437754937790686,0.06614539731069631,0.07437754937790686,0.06592840646118744,0.0
fourtask_reordering_alpaca_28,open_ended_writing,Alpaca,reordering,0.030726491159219327,0.0282066088067852,0.045577821705315436,0.0282066088067852,0.03453081385326075,0.0063242050464755485
fourtask_reordering_alpaca_30,open_ended_writing,Alpaca,reordering,0.1824214602076668,0.20321721438487952,0.11829012056979094,0.20321721438487952,0.1669465060601753,0.0
fourtask_reordering_alpaca_32,open_ended_writing,Alpaca,reordering,0.0,0.0,0.0,0.0,0.0,0.0
fourtask_reordering_alpaca_34,open_ended_writing,Alpaca,reordering,0.03525201422013724,0.030638990943596605,0.011936158339559558,0.030638990943596605,0.024381473808700246,0.0
fourtask_reordering_alpaca_36,open_ended_writing,Alpaca,reordering,1.1102230246251565e-16,2.5266901744943243e-07,1.1102230246251565e-16,2.5266901744943243e-07,1.2633450878022737e-07,0.0
fourtask_reordering_alpaca_38,open_ended_writing,Alpaca,reordering,0.11887746525025045,0.0821034092822096,0.04046215811536865,0.0821034092822096,0.07173507727518508,0.0
fourtask_reordering_alpaca_40,open_ended_writing,Alpaca,reordering,0.034768411786114894,0.15746974404407377,0.08225768630868817,0.15746974404407377,0.16037692651609817,0.0029071824720244
fourtask_reordering_alpaca_42,open_ended_writing,Alpaca,reordering,0.2061934459965431,0.03361563109447011,0.17911925466360157,0.03361563109447011,0.10346293824694143,0.06984730715247131
fourtask_reordering_alpaca_44,open_ended_writing,Alpaca,reordering,0.1733961095260277,0.11058199609122128,0.13776687158406586,0.11058199609122128,0.1242569157668325,0.013674919675611213
fourtask_reordering_alpaca_46,open_ended_writing,Alpaca,reordering,0.12557710209995632,0.08591740557327472,0.06378521517541173,0.08591740557327472,0.06856212417825466,0.0
fourtask_reordering_alpaca_48,open_ended_writing,Alpaca,reordering,0.07161906964235731,0.050476957384010444,0.12282365420004111,0.050476957384010444,0.11691407046367563,0.06643711307966518
fourtask_reordering_alpaca_50,open_ended_writing,Alpaca,reordering,0.039990908673621095,0.018296390657949524,0.11329765231980742,0.018296390657949524,0.06677459271045474,0.04847820205250522
